1	48144809845	179.53
1	48680179665	243.92
1	33188369384	31.35
1	48252625796	233.46
1	394287538979	119.24
1	444576116781	100.96
1	48550975145	243.18
1	442569750012	124.19
1	446808352482	117.21
1	49494986977	89.35
1	48303188650	139.65
1	48407433405	196.43
1	33566183542	28.18
1	444276783022	120.41
1	443585812263	83.32
1	48398299290	228.71
1	48257867987	189.46
1	49392119460	82.34
1	48338367529	157.28
1	49324936834	94.95
1	394217590269	97.15
1	33420921917	29.23
1	49569872337	83.87
1	445118862886	107.55
1	49343179689	90.30
1	49394709216	82.55
1	49465474417	85.82
1	49198327354	88.37
1	48154617423	204.05
1	48284796097	143.57
1	33140263125	28.43
1	48562502301	169.31
1	392176018488	147.99
1	48123333499	180.98
1	48563318216	165.74
1	49695131412	81.50
1	33287198022	28.94
1	48368870150	180.55
1	48340432515	219.81
1	391596488486	120.84
1	443376993117	129.61
1	441511863475	128.12
1	49559215068	85.19
1	48299810692	223.57
1	48519137749	212.01
1	395297141545	118.09
1	396451680122	124.31
1	49541610247	84.75
1	396612962432	88.99
1	33496578897	30.89
1	442192429954	117.34
1	48671019376	207.90
1	48393619258	212.24
1	442507306343	104.44
1	392537300682	139.20
1	49188259866	90.70
1	33454412388	31.33
1	442151753440	106.43
1	444121631457	116.38
1	48591161464	205.93
1	443145996734	102.57
1	48276810875	202.48
1	48308155792	189.02
1	48264727528	175.15
1	49235523378	89.30
1	444170363273	110.32
1	33443842157	28.55
1	444781235218	103.37
1	49397226316	76.10
1	48669492705	191.52
1	442012269204	110.17
1	48340990526	201.18
1	48638046398	248.58
1	441621420296	99.22
1	48330918778	214.98
1	49432385838	89.03
1	33628670641	30.55
1	48589101457	254.34
1	49638686875	82.99
1	441999119313	120.90
1	33696602767	29.29
1	33485733622	29.95
1	33613987452	31.08
1	443964889526	107.16
1	444072791973	119.07
1	443078622743	105.30
1	442090107913	96.57
1	442943690557	96.53
1	442858217923	102.98
1	49547245367	94.60
1	48640162399	214.02
1	446613627160	109.86
1	48503226349	205.28
1	33254268676	30.40
1	445247234627	108.76
1	33206282183	28.59
1	48659005355	185.34
1	48604226565	200.34
1	48285769726	240.66
1	445186812106	106.21
1	445879851524	97.40
1	33382528526	28.50
1	393144982844	140.24
1	48286818732	239.62
1	442361898111	127.32
1	33528411043	30.67
1	33364648007	30.04
1	395686969220	116.38
1	48307884493	194.07
1	48368866922	266.35
1	48292204689	188.42
1	48490418368	230.82
1	49483573955	88.27
1	446464806746	102.56
1	444676755563	94.93
1	444045665515	114.79
1	49577927642	81.66
1	445364596576	125.22
1	33544538594	28.54
1	444513355683	111.15
1	442394575997	82.46
1	396104195967	116.15
1	48400539276	210.79
1	49631219534	86.50
1	48359512641	236.43
1	391409500147	128.47
2	445923244147	121.46
2	443520107143	70.13
2	48453546579	181.40
2	48177322523	221.14
2	33523582795	30.34
2	48579808850	232.30
2	444151558337	98.14
2	48261226568	177.64
2	33267113985	28.78
2	48420058899	206.22
2	394229835377	109.42
2	48409860286	193.97
2	444296104803	107.24
2	442484344473	98.43
2	48541755607	209.70
2	49697497338	87.39
2	443299187863	128.00
2	49297671806	94.32
2	49594206258	79.95
2	442111540220	83.30
2	48589335203	251.87
2	33647223373	30.43
2	48430661879	202.67
2	48622719504	213.15
2	441834381528	117.42
2	48649967698	189.96
2	48549994663	224.20
2	49682841558	81.57
2	48617807816	217.72
2	48301929975	180.28
2	49477513908	74.53
2	48544465644	199.57
2	49670028176	84.14
2	49121686826	80.88
2	48333505772	193.89
2	442681604624	125.32
2	396968403840	129.41
2	444597768539	118.58
2	443209809680	105.99
2	395856348995	149.56
2	48295883563	168.96
2	446131432275	131.07
2	446322391181	100.85
2	391668254171	121.73
2	395099909337	93.71
2	444023769699	94.88
2	49225911661	93.56
2	33484978606	30.03
2	49204519126	83.46
2	33462697372	30.07
2	48209766493	192.83
2	444288281107	106.16
2	441690712613	99.11
2	48326492248	198.68
2	48210228108	167.63
2	48285765679	206.71
2	48524028698	130.57
2	443621858848	112.49
2	48429566198	230.61
2	33308702565	29.19
2	48691495874	225.20
2	445614455692	125.66
2	49627638948	84.64
2	445855026146	98.13
2	48427450725	227.43
2	49593895107	80.25
2	441149185799	91.56
2	444889352806	112.30
2	48424869156	224.07
2	442846452594	110.71
2	443331538160	108.01
2	443878180790	108.98
2	33161014865	31.75
2	49162365074	84.36
2	396766276851	109.60
2	48379295865	211.34
2	49132916804	82.86
2	441732247102	92.94
2	48403336951	196.92
2	49604913379	92.06
2	49617667830	85.78
2	49397823657	95.27
2	48589436395	239.09
2	445305211323	108.63
2	48400421829	233.16
2	48151845185	231.35
2	48376381380	183.05
2	441782827254	113.71
2	49384090255	96.01
2	49197270725	84.03
2	49381521379	85.81
2	445423879963	125.97
2	441317137008	130.33
2	394673267209	121.08
2	33501541457	28.48
2	48537839193	206.12
2	444702870934	118.25
2	48495058218	198.60
2	396965881846	123.55
2	48368040991	255.60
2	48240583007	186.43
2	48514723807	241.87
2	443871327932	127.69
2	445788465598	104.44
2	444436223842	118.75
2	441509534176	106.36
2	33600660735	30.37
2	445979848692	109.50
2	33416546165	31.59
2	444538246026	99.53
2	33694716126	30.02
2	48445488869	215.41
2	392035756186	107.76
2	442503442238	106.61
2	33286934368	28.23
2	395968922138	145.22
2	443499331086	75.20
2	49588060153	95.24
2	48575868273	164.63
2	446534753109	99.38
2	33188423118	29.69
2	444213123109	95.88
2	48512239026	225.35
2	48617642098	241.18
2	442166177499	109.17
2	49409521562	87.04
2	444566925178	98.31
2	48202828456	155.18
2	446954756298	106.28
2	48402449328	168.08
2	446292702095	100.71
2	48364853568	238.45
2	48663667191	166.06
2	48441868461	203.30
2	395673965570	110.31
2	49432540947	86.42
2	48194746291	218.89
2	48691286726	221.39
2	49528039676	80.38
2	391320927917	125.39
2	49627777195	78.67
2	48554117192	156.97
2	48442852899	156.50
2	394028830122	114.73
2	48444710859	200.43
2	48178054081	148.52
2	48462412473	285.00
2	48485980527	186.23
2	48153865352	280.38
2	48226741314	184.73
2	48578545461	218.36
2	444044504108	125.49
2	33246613426	28.06
2	442905916018	128.40
2	49145737146	75.28
2	48613099834	218.61
2	49216988576	85.25
2	445304887929	129.93
2	48655679083	230.70
2	48426710649	181.14
2	48663403207	252.29
2	441961630032	124.26
2	443585011187	120.75
2	446022828179	119.42
2	33277971997	29.64
2	49147957898	79.42
2	49434637555	78.38
2	391274782804	130.54
2	49117506867	85.29
3	443218751838	100.67
3	33269187844	30.34
3	442000849286	106.66
3	392809389105	133.43
3	48212208898	164.20
3	48448960161	167.79
3	48297922344	168.31
3	445134027394	96.64
3	33118764164	32.21
3	442134395486	108.15
3	446182651893	89.82
3	391171999911	144.75
3	445638736620	98.44
3	445916203219	122.42
3	394857469568	97.91
3	446775696443	107.57
3	49224052562	84.54
3	443564165200	108.16
3	442730050309	82.68
3	445468198463	90.17
3	48558724470	241.38
3	48286409990	198.66
3	49692754061	84.59
3	49172148137	89.38
3	441518232194	96.38
3	48181462225	209.72
3	444028492672	99.42
3	444671614699	109.35
3	442834756663	124.20
3	48272268514	177.83
3	445761345268	112.44
3	49349083511	88.42
3	48302947127	220.99
3	48242885574	218.38
3	48658875179	237.58
3	48517835081	225.45
3	49289656532	82.44
3	48404271514	239.74
3	446365882559	124.52
3	442242976976	113.12
3	48251348245	227.91
3	48387792890	212.48
3	443140796788	137.20
3	33611139196	30.88
3	395127806316	122.90
3	445276609204	94.51
3	48481962300	227.16
3	48129318964	189.98
3	443522244143	108.15
3	49185689791	84.60
3	48150242311	152.87
3	49144017402	90.05
3	48189331651	222.43
3	49334566412	78.60
3	33137455263	31.12
3	33117662136	28.35
3	48401452538	182.66
3	48117212161	230.43
3	33585979325	31.50
3	49193505770	75.87
3	446259112349	122.50
3	446519533123	108.37
3	49642234433	95.29
3	49276088609	81.40
3	48395966709	182.45
3	48246276210	173.51
3	33170191309	31.29
3	444904825447	92.65
3	48129691969	209.34
3	49227436235	95.98
3	391936728631	130.58
3	48320860902	218.65
3	49699037340	82.30
4	396506398246	136.42
4	48209821350	230.26
4	48674004267	198.05
4	48363856901	212.26
4	48451259486	194.21
4	48647042907	266.81
4	442484716465	109.02
4	48156191142	236.50
4	49558313248	74.64
4	49435281571	81.16
4	48274517284	241.73
4	48685768950	211.06
4	48574935267	221.99
4	48598685457	208.86
4	33541066294	32.03
4	48534546218	211.31
4	48659465775	165.38
4	48648560332	292.81
4	443035603630	136.66
4	446911473874	131.17
4	48625077112	195.78
4	48666763966	208.47
4	48500234332	177.73
4	443901884934	125.16
4	444502046243	128.62
4	48276631124	198.60
4	48682122589	231.82
4	49500855061	84.50
4	48537760884	209.48
4	48483845737	143.68
4	444991489447	105.85
4	391766189133	103.40
4	48585134721	221.84
4	392918281243	121.49
4	443707254502	111.62
4	393373566866	121.37
4	392039867840	126.86
4	48627821851	257.37
4	48669440345	194.60
4	33287273847	30.01
4	394886932645	127.66
4	49575902362	85.33
4	444076098861	100.40
4	49358266116	86.11
4	48612928441	190.20
4	48641724102	200.94
4	49242771222	86.50
4	48199329266	186.48
4	48458577796	204.22
4	445327598066	107.24
4	443647088160	113.76
4	49655037306	75.44
4	48635146976	185.29
4	48267311266	191.38
4	48530466454	237.55
4	49235365737	82.44
4	48389209255	221.40
4	443293781930	101.42
4	48548847961	185.94
4	48483095430	143.03
4	48637603028	201.26
4	395370041887	121.49
4	48408408247	196.63
4	48297705542	196.27
4	48321446787	229.89
4	48405672875	164.86
4	446488976355	133.32
4	48274263705	244.20
4	442908241801	99.57
4	33308497973	29.75
4	49496902156	81.62
4	49537649993	86.07
4	33574538935	30.45
4	441916289719	88.66
4	33426807682	28.44
4	48583395875	231.99
4	391381041080	144.34
4	442914969641	112.23
4	49329912815	88.20
4	396225862328	132.08
4	48374935673	208.04
4	48311415102	181.62
4	49655208382	82.06
4	48642366075	218.41
5	33684872738	29.17
5	48440580568	251.14
5	442348543497	117.81
5	49246355391	83.29
5	445918174581	105.64
5	444579752384	113.72
5	48191868803	203.66
5	48570524040	216.82
5	48117494689	174.44
5	48351348482	246.51
5	48309445749	146.50
5	48114680122	208.84
5	48610789823	236.34
5	48585664360	200.84
5	49277179862	85.05
5	33506725892	30.65
5	48537187755	202.04
5	393704675851	125.89
5	48295339818	177.52
5	442202314064	127.89
5	33407542089	27.59
5	444663823252	109.60
5	49542440988	98.25
5	444700606792	119.14
5	446550844088	88.68
5	444208234784	125.99
5	49410849311	88.09
5	48485632163	199.92
5	394496029508	91.12
